Name,Image URL,Reviews,Type,Address,Phone Number,Opening Hours,Restaurant Page Link,Delivery Link
מסעדת שנקליש - Shanklish,https://images.rest.co.il/Customers/80307360/f384cf5a8f814cec80bc4f0771e7509e_56.jpg,11 חוות דעת,מסעדה ערבית,עין ראפה | אנחנו פתוחים!,053-9347663,אנחנו פתוחים!,https://www.rest.co.il/rest/80307360/,No delivery link
המקדש,https://images.rest.co.il/Customers/80306948/17b8b496d1114491a9bd2647f9210d15_56.jpg,23 חוות דעת,"מסעדת בשרים, שף | כשר","הפסגות 9, פתח תקווה | אנחנו פתוחים!",055-4338403,אנחנו פתוחים!,https://www.rest.co.il/rest/80306948/,No delivery link
וואן - סושי בר - ONE,https://images.rest.co.il/Customers/80104441/186ea8d189244ab9af6b7edde7294016_56.jpg,28 חוות דעת,מסעדה אסייאתית | מחיר ₪₪₪₪,"שד' מנחם בגין 13, אשדוד | אנחנו פתוחים!",053-9428612,אנחנו פתוחים!,https://www.rest.co.il/rest/80104441/,https://www.mishlohim.co.il/menu/10417/
פרליטה גדרה,https://images.rest.co.il/Customers/80321938/f974653c60694dd2bba714ae8372d3d5_56.jpg,12 חוות דעת,מסעדה איטלקית | כשר,"הביל""ויים 12, גדרה | אנחנו פתוחים!",053-9417182,אנחנו פתוחים!,https://www.rest.co.il/rest/80321938/,https://www.mishlohim.co.il/menu/10451/
גויה דה איטליה,https://images.rest.co.il/Customers/80375579/3b38ac03834740b5814d38a7467ee91c_56.gif,,מסעדה איטלקית,"ז'בוטינסקי 61, פתח תקווה | אנחנו פתוחים!",055-4357234,אנחנו פתוחים!,https://www.rest.co.il/rest/80375579/,No delivery link
שף רוסלן בית לאוכל ואירועים,https://images.rest.co.il/Customers/80376226/301931734b034d6594aee50442e88302_56.gif,,קייטרינג | כשר,משגב | אנחנו פתוחים!,053-2718082,אנחנו פתוחים!,https://www.rest.co.il/rest/80376226/,No delivery link
שיפודי חן,https://images.rest.co.il/Customers/80174313/85a5c9f909cc4ed0bdf1b0f54d92eece_56.jpg,14 חוות דעת,מסעדת בשרים | כשר | מחיר ₪₪₪₪,"מוטה גור 7, הקניון הגדול, פתח תקווה | אנחנו פתוחים!",053-7931748,אנחנו פתוחים!,https://www.rest.co.il/rest/80174313/,No delivery link
נגיסה סושי בר - NAGISA,https://images.rest.co.il/Customers/80292150/404675cbcb994e7ab1c594b2ca32cc3a_56.jpg,6 חוות דעת,מסעדה אסייאתית | כשר | מחיר ₪₪₪₪,"דרך בן גוריון 13, רמת גן | אנחנו פתוחים!",053-8094237,אנחנו פתוחים!,https://www.rest.co.il/rest/80292150/,https://www.mishlohim.co.il/menu/5540/
ויצמן 22 - בר על הגג,https://images.rest.co.il/Customers/80377127/2c6a4834468c4238a6171f91e6d38fc4_56.gif,,פאבים וברים | מחיר ₪₪₪₪,"ויצמן 22, נס ציונה | אנחנו פתוחים!",053-9442051,אנחנו פתוחים!,https://www.rest.co.il/rest/80377127/,No delivery link
Queen's Kitchen Bar - Queen's Kitchen Bar,https://images.rest.co.il/Customers/80376789/97c7b1b086d041a9a3bc4f3bf75f03eb_56.jpg,,פאבים וברים | כשר,שעל | אנחנו פתוחים!,053-9381745,אנחנו פתוחים!,https://www.rest.co.il/rest/80376789/,https://www.mishlohim.co.il/menu/10233/
מינה טומיי עין שמר,https://images.rest.co.il/Customers/80330528/730de65a4fa34729a659f168e030e287_56.jpg,42 חוות דעת,מסעדה אסייאתית,עין שמר | תיפתח היום בשעה 16:00,053-9373162,תיפתח היום בשעה 16:00,https://www.rest.co.il/rest/80330528/,No delivery link
נוקטורנו,https://images.rest.co.il/Customers/29490890/679f744f9adf49cab1d89656f13291dc_56.jpg,7 חוות דעת,בתי קפה | כשר,"בצלאל 7, ירושלים | אנחנו פתוחים!",055-4315031,אנחנו פתוחים!,https://www.rest.co.il/rest/29490890/,No delivery link
לנדוור ראש פינה,https://images.rest.co.il/Customers/80282851/88cd8ebb30df4d5e9a8b05de0eac2d1d_56.jpg,6 חוות דעת,בתי קפה,"מעלה גיא אוני 1, ראש פינה | אנחנו פתוחים!",053-9378584,אנחנו פתוחים!,https://www.rest.co.il/rest/80282851/,https://www.mishlohim.co.il/menu/11704/
נאם - Nam,https://images.rest.co.il/Customers/80310531/9c2342c158384a5eb44a8723081b8a8d_56.jpg,5 חוות דעת,מסעדה אסייאתית,"דיזנגוף 275, תל אביב | אנחנו פתוחים!",053-9373384,אנחנו פתוחים!,https://www.rest.co.il/rest/80310531/,No delivery link
קופינאס,https://images.rest.co.il/Customers/80209048/e7933dc0959f4d4597e4d73a6ab53c8f_56.jpg,10 חוות דעת,"ביסטרו, שף | מחיר ₪₪₪₪","השיבולים, צור משה | אנחנו פתוחים!",053-9376406,אנחנו פתוחים!,https://www.rest.co.il/rest/80209048/,No delivery link
נייט שיפט,https://images.rest.co.il/Customers/80187682/4b2edb4a98054e1daefdc503ea14b55f_56.jpg,6 חוות דעת,פאבים וברים | כשר,"ויטל חיים 9, פלורנטין, תל אביב | תיפתח היום בשעה 16:00",053-7933664,תיפתח היום בשעה 16:00,https://www.rest.co.il/rest/80187682/,No delivery link
"ג'מס, מתחם Piano",https://images.rest.co.il/Customers/80358130/4c7fa93e983045c299aa13af306912f5_56.jpg,,פאבים וברים,"נתן יונתן 10, נתניה | אנחנו פתוחים!",053-6262812,אנחנו פתוחים!,https://www.rest.co.il/rest/80358130/,No delivery link
צי'רס בר כרמיאל - CHEERS,https://images.rest.co.il/Customers/80358786/afbbf6b935a04ea2aed8a019f8535e90_56.jpg,3 חוות דעת,פאבים וברים,כרמיאל | תיפתח היום בשעה 15:00,053-3315495,תיפתח היום בשעה 15:00,https://www.rest.co.il/rest/80358786/,https://www.mishlohim.co.il/menu/13353/
"מסעדה רומנית-קפה גלידה ""יונק""",https://images.rest.co.il/Customers/7162330/bfac0a3021d6475c8f377153cd7f3dd1_56.jpg,31 חוות דעת,מסעדה רומנית,"קיבוץ גלויות 23, חיפה | אנחנו פתוחים!",053-9441256,אנחנו פתוחים!,https://www.rest.co.il/rest/7162330/,No delivery link
יוליה - Yulia,https://images.rest.co.il/Customers/80018221/8a74791b8c224e188e507712fecd5972_56.jpg,50 חוות דעת,מסעדת דגים | מחיר ₪₪₪₪,"האנגר 2, נמל תל-אביב | אנחנו פתוחים!",053-9439386,אנחנו פתוחים!,https://www.rest.co.il/rest/80018221/,No delivery link
באקו סיטי,https://images.rest.co.il/Customers/80373260/f5d94f69e59f4b6db74f898f90f83320_56.jpg,,מסעדת בשרים | כשר,"גיבורי ישראל 17, יכין סנטר נתניה, נתניה | אנחנו פתוחים!",053-7101388,אנחנו פתוחים!,https://www.rest.co.il/rest/80373260/,No delivery link
יאמוס,https://images.rest.co.il/Customers/80329802/6d8b1fa3e27c440b8bae665b22fdccef_56.jpeg,10 חוות דעת,מסעדת דגים | כשר,נתניה | אנחנו פתוחים!,053-9377060,אנחנו פתוחים!,https://www.rest.co.il/rest/80329802/,No delivery link
ג'ויה מודיעין,https://images.rest.co.il/Customers/80356825/64cd3043471a42439198fd84d9a3b645_56.gif,,מסעדה איטלקית,"דם המכבים 28, מודיעין והסביבה | אנחנו פתוחים!",055-4352133,אנחנו פתוחים!,https://www.rest.co.il/rest/80356825/,No delivery link
בראסרי 18 רמת אביב,https://images.rest.co.il/Customers/80322694/bb5ef79493dd4cdea5c4d24ac7b8f71e_56.gif,,מסעדה איטלקית | כשר,"אבא אחימאיר 18, רמת אביב ג', תל אביב | אנחנו פתוחים!",053-7772625,אנחנו פתוחים!,https://www.rest.co.il/rest/80322694/,No delivery link
רובן - Ruben,https://images.rest.co.il/Customers/80301254/e34ec4e14c4f40d8923874a781c7703b_56.jpg,14 חוות דעת,מסעדת המבורגרים | כשר,"שחם 36, פתח תקווה | אנחנו פתוחים!",053-9349690,אנחנו פתוחים!,https://www.rest.co.il/rest/80301254/,No delivery link
בורגרים - Burgerim,https://images.rest.co.il/Customers/80357213/1195f44c431546a8b5d3165e41c0263b_56.jpg,,מסעדת בשרים | כשר | מחיר ₪₪₪₪,עינת | אנחנו פתוחים!,053-9374317,אנחנו פתוחים!,https://www.rest.co.il/rest/80357213/,https://www.mishlohim.co.il/menu/9353/
אווזים נמל תל אביב,https://images.rest.co.il/Customers/80362212/4329043f43094a559bec3539583b6e8b_56.jpg,,מסעדת בשרים,"יורדי הסירה 3, נמל תל-אביב | אנחנו פתוחים!",053-9370837,אנחנו פתוחים!,https://www.rest.co.il/rest/80362212/,No delivery link
איטלקיה בתחנה,https://images.rest.co.il/Customers/25740280/f19d4ed61058440f810bd503c3e8a0d5_56.jpg,39 חוות דעת,מסעדה איטלקית,"מתחם התחנה, תל אביב | אנחנו פתוחים!",053-4293949,אנחנו פתוחים!,https://www.rest.co.il/rest/25740280/,No delivery link
Guesta - מסעדה חלבית כשרה,https://images.rest.co.il/Customers/80356667/a66811ee8f7d4753b1332ccee9a4b058_56.jpg,10 חוות דעת,מסעדה חלבית | כשר,ראש פינה | אנחנו פתוחים!,053-4259770,אנחנו פתוחים!,https://www.rest.co.il/rest/80356667/,No delivery link
מסעדת בוסתן,https://images.rest.co.il/Customers/80226306/bc8d9b473a6942e69acdaef457d757b1_56.jpg,42 חוות דעת,"מסעדת בשרים, שף","אזור תעשייה לב הארץ, ראש העין | אנחנו פתוחים!",053-9444086,אנחנו פתוחים!,https://www.rest.co.il/rest/80226306/,No delivery link
המסילה,https://images.rest.co.il/Customers/80341100/45dce0b5cb3e493eb326fd28c43be3df_56.jpg,6 חוות דעת,מסעדה חלבית,"דוד רמז 4, המושבה הגרמנית, ירושלים | אנחנו פתוחים!",053-7627679,אנחנו פתוחים!,https://www.rest.co.il/rest/80341100/,https://www.mishlohim.co.il/menu/13884/
הדסון לילינבלום - Hudson Lilinblum,https://images.rest.co.il/Customers/80340059/a696bac9089b4bfd87db2860843eb7b1_56.jpg,,מסעדת בשרים,"לילינבלום 41, תל אביב | אנחנו פתוחים!",053-5576014,אנחנו פתוחים!,https://www.rest.co.il/rest/80340059/,No delivery link
אופרה,https://images.rest.co.il/Customers/581230/170180c55b964a53a5e2e718b060a82d_56.jpg,31 חוות דעת,מסעדה תימנית | כשר | מחיר ₪₪₪₪,"הנשיא וייצמן 61, חדרה | אנחנו פתוחים!",053-9444195,אנחנו פתוחים!,https://www.rest.co.il/rest/581230/,No delivery link
סקאי - Sekai,https://images.rest.co.il/Customers/80378074/0657e46242f24215bbc7b499f99c5316_56.jpg,,מסעדה אסייאתית | כשר,"הברזל 10, רמת החייל, תל אביב | אנחנו פתוחים!",053-6287231,אנחנו פתוחים!,https://www.rest.co.il/rest/80378074/,https://www.mishlohim.co.il/menu/14157/
ריבר באר שבע - RIVER,https://images.rest.co.il/Customers/80365484/08a6528058d448df8929577caee2c0e5_56.jpg,1 חוות דעת,מסעדה אסייאתית | כשר,"חיטה 1, באר שבע | אנחנו פתוחים!",053-8093646,אנחנו פתוחים!,https://www.rest.co.il/rest/80365484/,No delivery link
איזבלה,https://images.rest.co.il/Customers/80322529/f844c9e52ac4432dbea0c842f3c74827_56.jpg,210 חוות דעת,מסעדה איטלקית | מחיר ₪₪₪₪,"מחניים 8, מרכז הכרמל, חיפה | אנחנו פתוחים!",053-9443415,אנחנו פתוחים!,https://www.rest.co.il/rest/80322529/,No delivery link
המטבחון של סימה,https://images.rest.co.il/Customers/80366854/7b196dc94fe44088adf64f815cfa45ed_56.jpg,,מסעדת קונספט | כשר | מחיר ₪₪₪₪,"עמק זבולון 24, קייזר סנטר | אנחנו פתוחים!",053-4362836,אנחנו פתוחים!,https://www.rest.co.il/rest/80366854/,https://www.mishlohim.co.il/menu/7637/
מסעדת הדייגים - האחים ג'רחי,https://images.rest.co.il/Customers/80256400/17e844af8ff24931b10dc50562595c13_56.jpg,10 חוות דעת,מסעדת דגים | מחיר ₪₪₪₪,עין המפרץ | אנחנו פתוחים!,053-6389418,אנחנו פתוחים!,https://www.rest.co.il/rest/80256400/,No delivery link
רופטופ - Rooftop,https://images.rest.co.il/Customers/80086867/e7acf8f3833e406e8b95fea1dc24bbd3_56.jpg,21 חוות דעת,"מסעדת בשרים, שף | כשר","המלך שלמה 11, ירושלים | תיפתח היום בשעה 18:00",053-6130223,תיפתח היום בשעה 18:00,https://www.rest.co.il/rest/80086867/,No delivery link
מקס ברנר רוטשילד - MAX BRENNER,https://images.rest.co.il/Customers/80005468/88eef0d58c974b12917004fab60045d8_56.jpg,120 חוות דעת,בתי קפה,"שד' רוטשילד 45, תל אביב | אנחנו פתוחים!",053-9439466,אנחנו פתוחים!,https://www.rest.co.il/rest/80005468/,No delivery link
ראיחונה- בית האוכל הבוכרי,https://images.rest.co.il/Customers/80197061/943a2f9e1c6b4f2989a0ce14c6d20d41_56.jpg,2 חוות דעת,מסעדה בוכרית | כשר,"הבנאים 3, נמל אשדוד | אנחנו פתוחים!",053-9369091,אנחנו פתוחים!,https://www.rest.co.il/rest/80197061/,No delivery link
תאיסטורי - Thaistory,https://images.rest.co.il/Customers/80365936/f0a2c4a058484f148ef3b7592fac2450_56.jpg,1 חוות דעת,מסעדה תאילנדית,"תרשיש 9, אילת | תיפתח היום בשעה 18:00",053-6114358,תיפתח היום בשעה 18:00,https://www.rest.co.il/rest/80365936/,No delivery link
רובן - Ruben,https://images.rest.co.il/Customers/80374233/43ad7ae3e07b448b80ea33798b231dfb_56.jpg,,מסעדת המבורגרים | כשר,"דם המכבים 47, מודיעין והסביבה | אנחנו פתוחים!",053-6110505,אנחנו פתוחים!,https://www.rest.co.il/rest/80374233/,No delivery link
מימי הוד השרון - MIMI,https://images.rest.co.il/Customers/80355829/89d08e5655f24d27b46365e1a8f3fd43_56.jpg,,מסעדה איטלקית,"ז'בוטינסקי 2, הוד השרון | אנחנו פתוחים!",055-4337310,אנחנו פתוחים!,https://www.rest.co.il/rest/80355829/,No delivery link
ג'קו מאכלי ים,https://images.rest.co.il/Customers/80004069/1850dd39c32a4bc9b5e0da9dbf3a2a1d_56.jpg,No reviews,מסעדת דגים | מחיר ₪₪₪₪,"גיבורי ישראל 7, נתניה | אנחנו פתוחים!",09-8652878,אנחנו פתוחים!,https://www.rest.co.il/rest/80004069/,No delivery link
מסעדת ורנדה - Veranda,https://images.rest.co.il/Customers/80341974/ace502d74a744b5ea07b14e09e00cecc_56.jpg,5 חוות דעת,"מסעדת בשרים, שף | כשר","המלך דוד 7, ירושלים | תיפתח היום בשעה 18:00",053-9347464,תיפתח היום בשעה 18:00,https://www.rest.co.il/rest/80341974/,No delivery link
מרתף היין העתיק,https://images.rest.co.il/Customers/67796490/af1b10524d6e4350a986bc3081daa12b_56.jpg,146 חוות דעת,מסעדת קונספט | מחיר ₪₪₪₪,"המייסדים 56, זכרון יעקב | תיפתח היום בשעה 18:30",053-9346811,תיפתח היום בשעה 18:30,https://www.rest.co.il/rest/67796490/,No delivery link
הפיצה - hapizza,https://images.rest.co.il/Customers/80064157/7a63a243453a48a3b37d5e298a95964a_56.jpg,42 חוות דעת,מסעדה איטלקית | מחיר ₪₪₪₪,"בוגרשוב 51, תל אביב | אנחנו פתוחים!",053-4362837,אנחנו פתוחים!,https://www.rest.co.il/rest/80064157/,No delivery link
ממטבחה של רונית,https://images.rest.co.il/Customers/80102515/60ed4ea58c3d48fabb8103703a633c5c_56.jpg,16 חוות דעת,מטבח ביתי,"ויסוצקי 14, תל אביב | אנחנו פתוחים!",053-9379662,אנחנו פתוחים!,https://www.rest.co.il/rest/80102515/,https://www.mishlohim.co.il/menu/7421/
פטריקס קיסריה - Patrick's Caesarea,https://images.rest.co.il/Customers/80374695/65add19819d54a53841b59904fcbebd3_56.jpg,,פאבים וברים | כשר,"תרשיש פארק התעשייה 9, קיסריה | אנחנו פתוחים!",053-7818171,אנחנו פתוחים!,https://www.rest.co.il/rest/80374695/,No delivery link
ג'ירף אילת,https://images.rest.co.il/Customers/66118420/1b1a0d6fde794d9b8cf2e6f1aebf626a_56.jpg,55 חוות דעת,מסעדה אסייאתית | מחיר ₪₪₪₪,"החוף הצפוני, אילת | אנחנו פתוחים!",,אנחנו פתוחים!,https://www.rest.co.il/rest/66118420/,No delivery link
ביפי רופין - BP Kosher Bistro,https://images.rest.co.il/Customers/80331533/e2b876d05d3b4294b829b5cb3a2ba234_56.jpeg,264 חוות דעת,מסעדת בשרים | כשר,"פז סנטר רופין, כפר מונש | תיפתח מחר ב-20:30",053-9346450,תיפתח מחר ב-20:30,https://www.rest.co.il/rest/80331533/,https://www.mishlohim.co.il/menu/11049/
בורגרים - Burgerim,https://images.rest.co.il/Customers/80189826/b2c0fba52c644d009fa7712d9f156f18_56.jpg,,מסעדת המבורגרים | מחיר ₪₪₪₪,"שד' המלך דוד 17, לוד | אנחנו פתוחים!",053-9366080,אנחנו פתוחים!,https://www.rest.co.il/rest/80189826/,https://www.mishlohim.co.il/menu/7190/
דוניאזאד - DunyaZad,https://images.rest.co.il/Customers/80319962/430471d74a8b421697748f8e26dd8ad2_56.jpg,6 חוות דעת,מסעדת בשרים | מחיר ₪₪₪₪,עראבה | אנחנו פתוחים!,053-9368631,אנחנו פתוחים!,https://www.rest.co.il/rest/80319962/,No delivery link
רוזה אשדוד - Roza,https://images.rest.co.il/Customers/80375260/e149898dd0654dac98d91877473d67c9_56.jpg,,"מסעדת בשרים, שף | כשר","ז'בוטינסקי 45, סטאר סנטר, אשדוד | אנחנו פתוחים!",053-7105202,אנחנו פתוחים!,https://www.rest.co.il/rest/80375260/,No delivery link
ארמון ירושלים,https://images.rest.co.il/Customers/80317140/9794176cd4d440b29bc06244d9d07af9_56.gif,,מסעדה בוכרית | כשר,"דוד רזיאל 18, רמלה | אנחנו פתוחים!",053-4298998,אנחנו פתוחים!,https://www.rest.co.il/rest/80317140/,No delivery link
מג'דלה - mjdala,https://images.rest.co.il/Customers/80246619/267e58836fb0493f931407c9f8db6d09_56.jpg,9 חוות דעת,"אוכל רחוב, שף",מג'ד אל-כרום | אנחנו פתוחים!,053-4247704,אנחנו פתוחים!,https://www.rest.co.il/rest/80246619/,No delivery link
הנמל הפיזני,https://images.rest.co.il/Customers/32010010/be0359ed2c5d4415a33e80356b2747d2_56.jpg,1 חוות דעת,מסעדת בשרים | מחיר ₪₪₪₪,"המגדלור 176, עכו העתיקה | אנחנו פתוחים!",053-9366006,אנחנו פתוחים!,https://www.rest.co.il/rest/32010010/,No delivery link
ביגה כרמיאל כשר - BIGA,https://images.rest.co.il/Customers/80265091/5c1dfca9f7474411b7972c53498e544d_56.jpg,7 חוות דעת,בתי קפה | כשר,"מעלה כמון 2, ביג כרמיאל | אנחנו פתוחים!",053-9375928,אנחנו פתוחים!,https://www.rest.co.il/rest/80265091/,https://www.mishlohim.co.il/menu/13184/
טונה קוקה - tona koka,https://images.rest.co.il/Customers/80338295/ecec25e7e1ef4a74a60480589c2c5f84_56.jpg,1 חוות דעת,"מסעדה ים תיכונית, שף",קיסריה | אנחנו פתוחים!,053-7271664,אנחנו פתוחים!,https://www.rest.co.il/rest/80338295/,No delivery link
דנגורי בורגר בר - Danguri Burger Bar,https://images.rest.co.il/Customers/80373483/435e2171d1594369800a478557609b0b_56.jpg,181 חוות דעת,מסעדת המבורגרים | כשר,"דרך ארץ 49, חריש | אנחנו פתוחים!",053-9370545,אנחנו פתוחים!,https://www.rest.co.il/rest/80373483/,https://www.mishlohim.co.il/menu/11070/
"ג'מס, כפר סבא - Jem's Beer Factory",https://images.rest.co.il/tagimages/1/1288/70025079/70025020/89c8eaae25784690a59547f5eb5f075e.jpg,,פאבים וברים | כשר,"גבורי ישראל 2, כפר סבא | אנחנו פתוחים!",053-9372411,אנחנו פתוחים!,https://www.rest.co.il/rest/80339415/,No delivery link
אומינו סושי - Umino Sushi,https://images.rest.co.il/Customers/80369942/44abb54162cd4c669a95b71b709c49a1_56.jpg,,מסעדה אסייאתית,"הטיילת 6, טיילת ראשון לציון | אנחנו פתוחים!",053-8007335,אנחנו פתוחים!,https://www.rest.co.il/rest/80369942/,No delivery link
פינתי - PINATI,https://images.rest.co.il/Customers/80371391/cad440a5b8154046a75bf925aca06380_56.jpg,,מסעדה ים תיכונית | כשר,"בית הדפוס 11, גבעת שאול, ירושלים | אנחנו פתוחים!",053-6112013,אנחנו פתוחים!,https://www.rest.co.il/rest/80371391/,No delivery link
יאן-יאן - yan-yan,https://images.rest.co.il/Customers/80332235/3c8521be654c4e32bead52d3e4aebff0_56.jpg,131 חוות דעת,מסעדה סינית | מחיר ₪₪₪₪,"דרך יפו 26, חיפה | אנחנו פתוחים!",053-9441208,אנחנו פתוחים!,https://www.rest.co.il/rest/80332235/,https://www.mishlohim.co.il/menu/4633/
ג'ירף אבן גבירול תל אביב,https://images.rest.co.il/Customers/32456440/fd6c7e51b9144474bf7a15326a71ee29_56.jpg,76 חוות דעת,מסעדה אסייאתית | מחיר ₪₪₪₪,"אבן גבירול 49, תל אביב | אנחנו פתוחים!",,אנחנו פתוחים!,https://www.rest.co.il/rest/32456440/,https://www.mishlohim.co.il/menu/13068/
שיפודי ציפורה,https://images.rest.co.il/Customers/80313580/4b98120e48b648d1b5c2de045f362008_56.jpg,264 חוות דעת,מסעדת בשרים | כשר,"הרב בר שאול 5, בת ים | אנחנו פתוחים!",053-7106866,אנחנו פתוחים!,https://www.rest.co.il/rest/80313580/,https://www.mishlohim.co.il/menu/8955/
לוצ'נה - LUCIANA,https://images.rest.co.il/Customers/80369514/2f549927773d49888c1b0c0573c94873_56.png,,"מסעדת דגים, שף | כשר","הראל 5, מבשרת ציון | אנחנו פתוחים!",053-7211637,אנחנו פתוחים!,https://www.rest.co.il/rest/80369514/,No delivery link
החבית,https://images.rest.co.il/Customers/6483370/a3b6da5855694ca9926cabc0bca4bb48_56.jpg,32 חוות דעת,מסעדת בשרים | מחיר ₪₪₪₪,"נחל ציחור 10, מצפה רמון | אנחנו פתוחים!",053-6483370,אנחנו פתוחים!,https://www.rest.co.il/rest/6483370/,No delivery link
דוזאן,https://images.rest.co.il/Customers/80330935/8e9bccc0bc2b4ad595fbefdbf4cf0f7a_56.jpg,604 חוות דעת,מסעדה ים תיכונית | מחיר ₪₪₪₪,"שד' בן גוריון 35, המושבה הגרמנית, חיפה | אנחנו פתוחים!",053-9443301,אנחנו פתוחים!,https://www.rest.co.il/rest/80330935/,No delivery link
מסעדת הצל-בנים,https://images.rest.co.il/Customers/17425500/ef22998d25b241599e88f67f22f4b29d_56.jpg,76 חוות דעת,מסעדה ים תיכונית | כשר | מחיר ₪₪₪₪,קיסריה | אנחנו פתוחים!,053-9385077,אנחנו פתוחים!,https://www.rest.co.il/rest/17425500/,No delivery link
"פורטונה - קמח, אנשים ויין - FORTUNA",https://images.rest.co.il/Customers/80375357/4b868be562c147a98a41b6126bf7ea5c_56.jpg,1 חוות דעת,מסעדה איטלקית,"דרך רמתיים 70, הוד השרון | תיפתח היום בשעה 17:00",053-2453188,תיפתח היום בשעה 17:00,https://www.rest.co.il/rest/80375357/,No delivery link
מסעדת גסטון - Gaston,https://images.rest.co.il/Customers/80320441/4c0c81e7dd6547f29a154611a5c357c2_56.jpg,1 חוות דעת,מסעדת בשרים | כשר,"נגב 5, איירפורט סיטי | אנחנו פתוחים!",053-9417557,אנחנו פתוחים!,https://www.rest.co.il/rest/80320441/,No delivery link
ראנץ' האוס,https://images.rest.co.il/Customers/80116999/ab75bea83b76436e8ebf77b3d9df105f_56.jpg,11 חוות דעת,מסעדת בשרים,עין בוקק | תיפתח היום בשעה 19:00,053-9442742,תיפתח היום בשעה 19:00,https://www.rest.co.il/rest/80116999/,No delivery link
קיצ'ן ביי גרג אייסמול אילת,https://images.rest.co.il/Customers/80147724/15d75cc53c9649d680bd0caadf73e25d_56.jpg,9 חוות דעת,בתי קפה | כשר,"קאמפן 8, אילת | אנחנו פתוחים!",053-8097036,אנחנו פתוחים!,https://www.rest.co.il/rest/80147724/,No delivery link
לחם בשר,https://images.rest.co.il/Customers/80360725/3c6e14b44c8e42b3924866892503850c_56.jpg,3 חוות דעת,"מסעדת בשרים, שף | כשר","תוצרת הארץ 3, פתח תקווה | אנחנו פתוחים!",053-2362054,אנחנו פתוחים!,https://www.rest.co.il/rest/80360725/,No delivery link
בורגרים קצרין - Burgerim,https://images.rest.co.il/Customers/80334936/9bd5ecb1cb2b488895e7added92d4994_56.jpg,No reviews,מסעדת המבורגרים | כשר | מחיר ₪₪₪₪,"מרכז מסחרי איתן, קצרין | אנחנו פתוחים!",053-7933772,אנחנו פתוחים!,https://www.rest.co.il/rest/80334936/,https://www.mishlohim.co.il/menu/6988/
גרקו ביץ,https://images.rest.co.il/Customers/80353091/3050abe150444c38a311fd0183a27fcf_56.jpg,11 חוות דעת,מסעדה יוונית,אילת | אנחנו פתוחים!,053-6280917,אנחנו פתוחים!,https://www.rest.co.il/rest/80353091/,No delivery link
Sadafa - סדפה,https://images.rest.co.il/Customers/80321174/0d5a705f1525482bb9019dfa1652240f_56.jpg,29 חוות דעת,מסעדה מזרחית,"חיטה 1, באר שבע | אנחנו פתוחים!",053-6113710,אנחנו פתוחים!,https://www.rest.co.il/rest/80321174/,No delivery link
שאולי בשרים,https://images.rest.co.il/Customers/80344098/e54fea1517a14fb8a8c92a51b31a7a40_56.jpg,1 חוות דעת,מסעדה מזרחית | כשר,"אור חיים 1, טבריה | אנחנו פתוחים!",053-9346702,אנחנו פתוחים!,https://www.rest.co.il/rest/80344098/,https://www.mishlohim.co.il/menu/10818/
כפרה בורגר ושווארמה אילת - KAPARA,https://images.rest.co.il/Customers/80346124/05a1c75faae74b80ae91152e8682fc68_56.jpg,3 חוות דעת,מסעדת המבורגרים,"דרך פעמי השלום 23, טיילת רויאל ביץ', אילת |",053-5228834,,https://www.rest.co.il/rest/80346124/,No delivery link
שיפודי דאבח,https://images.rest.co.il/Customers/80369464/5cdf53667cd642cdb2a343d4ebc2c470_56.jpg,,מסעדת בשרים,כנרת (מושבה) | אנחנו פתוחים!,055-4318604,אנחנו פתוחים!,https://www.rest.co.il/rest/80369464/,No delivery link
פול בר - FULL BAR,https://images.rest.co.il/Customers/80374872/b7f13fcec55845ba9205bf644a095de6_56.jpg,,מסעדה ים תיכונית,"רמת הגולן 1, גבעת יואב | אנחנו פתוחים!",053-7734562,אנחנו פתוחים!,https://www.rest.co.il/rest/80374872/,No delivery link
בורגרים נתניה אגמים - Burgerim,https://images.rest.co.il/Customers/80339673/5ce3d1c01cfd44e78a07eb621fb3486e_56.jpg,32 חוות דעת,מסעדת המבורגרים | כשר | מחיר ₪₪₪₪,"אגם כנרת 6, נתניה | אנחנו פתוחים!",053-9383891,אנחנו פתוחים!,https://www.rest.co.il/rest/80339673/,https://www.mishlohim.co.il/menu/9134/
סקוצמן - Scotsman,https://images.rest.co.il/Customers/21151370/b9dd23b25d3442e6b77a080991a784b3_56.jpg,26 חוות דעת,בתי קפה,"ככר העצמאות 13, נתניה | אנחנו פתוחים!",053-9442415,אנחנו פתוחים!,https://www.rest.co.il/rest/21151370/,No delivery link
בורגרים אילת בעיר - Burgerim,https://images.rest.co.il/Customers/80351970/cbfec0222b714f06a8c31b2626892b39_56.jpg,3 חוות דעת,מסעדת בשרים | כשר,"שד' התמרים 11, אילת | אנחנו פתוחים!",053-9349475,אנחנו פתוחים!,https://www.rest.co.il/rest/80351970/,https://www.mishlohim.co.il/menu/9219/
פיתה בסטה רמת גן - pitabasta,https://images.rest.co.il/Customers/80361109/1e26da96865e4093abcb0f603456ad63_56.jpg,,מסעדת קונספט | כשר,"דרך בן גוריון 2, רמת גן | אנחנו פתוחים!",053-4291748,אנחנו פתוחים!,https://www.rest.co.il/rest/80361109/,No delivery link
